frequency,callsign,city,state,power,lat,lon,height,slogan,owner,format,mlb,nfl,nba,nhl,market,rank,npr
88.9,W205CX,CARO,MI,0.013,43.323055555555555,83.37694444444443,58.0,CSN INTERNATIONAL,"CSN International, Inc.",Religious Teaching,,,,,,,False
98.7,W254DY,POWERS,MI,0.099,45.65316388888889,87.52327222222222,30.7,WISCONSIN'S RADIO VOICE OF THE MASTER,"WRVM, INC.",Religious Teaching,,,,,,,False
95.1,W236DZ,BIG RAPIDS,MI,0.25,43.663888888888884,85.482,101.0,SMILE FM,"MENTOR PARTNERS, INC.",Contemporary Christian,,,,,,,False
99.1,W256EE,ESCANABA,MI,0.25,45.92916666666667,87.26972222222223,83.8,KX COUNTRY,"906 Delta, LLC",Country,,Lions,,,,,False
107.9,W300EJ,BENTON HARBOR,MI,0.25,42.08522222222223,86.44444444444444,58.0,107.9 THE LAKE,"WSJM, INC.",Classic Rock,,,,,,,False
89.5,WDRK,Laurium,MI,1.0,47.25361111111111,88.43333333333334,27.0,,Full Potential Ministry,,,,,,,,False
89.1,WDRZ,Shelby,MI,0.45,43.67611111111111,86.2388888888889,134.0,BRIDGE 96.7,Full Potential Ministry,Easy Listening,,,,,,,False
88.7,WFNT,Adrian,MI,0.5,41.904777777777774,84.07805555555555,54.0,,Smile FM,,,,,,,,False
88.7,WGNP,PORT SANILAC,MI,0.25,43.42472222222222,82.66555555555556,33.0,,,,,,,,,,False
90.3,WGTM,MANISTIQUE,MI,1.0,45.96797222222222,86.24533333333333,18.0,,,,,,,,,,False
96.3,WHBS,HOUGHTON,MI,37.0,47.03638888888889,88.69527777777778,68.0,96.3 HOUGHTONâ€™S BREEZE,,Adult Contemporary,,,,,,,False
88.9,WHFJ,HOUGHTON,MI,2.0,47.03638888888889,88.69527777777778,34.0,,,,,,,,,,False
95.1,WHMU-LP,Holland,MI,0.1,42.785555555555554,86.10666666666665,20.0,RADIO ONDAS DE AMOR,Ministerio Ondas de Amor,Religious,,,,,,,False
88.9,WHSI,Litchfield,MI,1.0,41.894888888888886,84.66480555555556,91.0,SMILE FM MICHIGAN'S POSITIVE HITS,Smile FM,Classical,,,,,,,False
88.7,WHSR,OWOSSO,MI,10.0,43.06927777777778,84.06269444444445,52.0,STRONG TOWER RADIO,,Religious,,,,,,,False
88.5,WHWM,ROCKLAND,MI,0.9,46.69972222222222,89.23166666666667,49.0,WITNESSING HIS WONDERFUL LOVE,"Gospel Opportunities, Inc.",Religious Teaching,,,,,,,False
89.3,WHWT,IRONWOOD,MI,0.5,46.479111111111116,90.14766666666668,17.0,WITNESSING HIS WONDERFUL LOVE,"Gospel Opportunities, Inc.",Religious Teaching,,,,,,,False
89.9,WJCG,GREENVILLE,MI,15.0,43.210861111111114,85.26641666666667,86.0,STRONG TOWER RADIO,,Religious Teaching,,,,,,,False
106.3,WJML,THOMPSONVILLE,MI,2.2,44.63527777777778,85.76488888888889,133.0,WINE COUNTRY R./THE GRATEFUL DEAD STATION,MITTEN NEWS LLC,Variety,,,,,,,False
102.5,WKMH,HUDSON,MI,6.0,41.88419444444445,84.52327777777778,73.0,K-LOVE,Educational Media Foundation,Contemporary Christian,,,,,,,False
89.1,WLWP,BRIDGMAN,MI,2.0,41.990027777777776,86.52980555555555,90.0,STRONG TOWER RADIO,,Religious Teaching,,,,,,,False
88.5,WMPC-FM,Davison,MI,1.0,42.99227777777778,83.46202777777778,28.0,,THE CALVARY BIBLE CHURCH OF LAPEER,Religious Teaching,,,,,,,False
98.9,WNFH,VASSAR,MI,3.0,43.29891666666666,83.50938888888889,100.0,HOPE FM,"WONDERFUL NEWS RADIO, INC.",Contemporary Christian,,,,,,,False
89.7,WPHO,Burtchville,MI,0.23,43.06888888888889,82.48,87.0,SMILE FM,Smile FM,Contemporary Christian,,,,,,,False
97.5,WRRA-FM,BRIDGMAN,MI,3.8,41.99005555555556,86.52974999999999,124.0,QUALITY ROCK THE LAKE,WSJM INC,Classic Rock,,,,,,,False
91.7,WSHG,SOUTH HAVEN,MI,0.15,42.40230555555556,86.258,30.0,STRONG TOWER RADIO,,Religious Teaching,,,,,,,False
96.5,WTOU,PORTAGE,MI,6.0,42.215333333333334,85.61027777777777,71.0,96.5 FM WTOU,"MIDWEST COMMUNICATIONS, INC",R&B,,,,,,,False
105.3,WVEX-LP,MIDLAND,MI,0.1,43.612500000000004,84.22694444444444,8.0,,,Talk,,,,,,,False
89.1,WUPC,IRON MOUNTAIN,MI,15.0,45.82083333333334,88.04166666666667,21.0,,,,,,,,,,False
100.1,WUWU-LP,FRANKFORT,MI,0.006,44.64722222222222,86.21166666666667,22.0,,Elberta Labor Heritage Center,Variety,,,,,,,False
91.9,WVBI,ST. JAMES,MI,3.0,45.686499999999995,85.5273888888889,25.0,,,,,,,,,,False
98.9,WWRW,Big Rapids Township,MI,3.5,43.683638888888886,85.58227777777778,39.0,THE NEW REWIND 98.9,Smile FM,Classic Rock,,,,,,,False
99.9,WYTZ-FM,BENTON HARBOR,MI,50.0,41.96172222222223,86.35058333333333,136.0,Y-COUNTRY,"WSJM, INC.",Country,,,,,,,False
90.3,KDTI,ROCHESTER HILLS,MI,0.037,42.678638888888884,83.12438888888889,77.0,K-LOVE,EDUCATIONAL MEDIA FOUNDATION,Contemporary Christian,,,,,Detroit,13.0,False
88.1,W201CF,BALDWIN,MI,0.055,43.900555555555556,85.7595,49.0,CSN INTERNATIONAL,CSN INTERNATIONAL,Religious Teaching,,,,,,,False
88.7,W204AQ,NEWBERRY,MI,0.011,46.31469444444444,85.56261111111111,72.48,THE PROMISE FM,NORTHERN CHRISTIAN RADIO,Contemporary Christian,,,,,,,False
90.3,W212CL,BENTON HARBOR,MI,0.17,42.09780555555556,86.43752777777779,30.0,REJOICE RADIO,"PENSACOLA CHRISTIAN COLLEGE, INC.",Religious Teaching,,,,,,,False
90.7,W214AY,WALKER,MI,0.013,42.97558333333333,85.79113888888888,97.0,CSN INTERNATIONAL,CSN INTERNATIONAL,Religious Teaching,,,,,Grand Rapids,68.0,False
90.7,W214CA,MUSKEGON,MI,0.013,43.218361111111115,86.24477777777778,24.0,REJOICE RADIO,"PENSACOLA CHRISTIAN COLLEGE, INC.",Religious Teaching,,,,,Muskegon,225.0,False
90.9,W215CH,GRAND LEDGE,MI,0.019,42.73280555555556,84.55358333333334,95.0,,EDUCATIONAL MEDIA FOUNDATION,,,,,,Lansing-East Lansing,127.0,False
91.1,W216BF,MANISTIQUE,MI,0.013,46.10969444444444,86.23652777777778,114.0,WITNESSING HIS WONDERFUL LOVE,"GOSPEL OPPORTUNITIES, INC.",Religious Teaching,,,,,,,False
91.1,W216BX,BENTON HARBOR,MI,0.038,42.08530555555556,86.44447222222223,58.0,CSN INTERNATIONAL,CSN INTERNATIONAL,Religious Teaching,,,,,,,False
91.3,W217CG,IRONWOOD,MI,0.07,46.456611111111116,90.16655555555556,43.0,,WEST CENTRAL MICHIGAN MEDIA MINISTRIES,Religious Teaching,,,,,,,False
91.5,W218CY,MANISTEE,MI,0.019,44.211111111111116,86.29813888888889,91.0,RADIO BY GRACE,Family First,Religious Teaching,,,,,Traverse City-Petoskey-Cadillac,178.0,False
91.7,W219CA,KALAMAZOO,MI,0.05,42.28058333333333,85.57175,24.0,REJOICE RADIO,"PENSACOLA CHRISTIAN COLLEGE, INC.",Religious Teaching,,,,,Kalamazoo,183.0,False
92.7,W224ED,ANN ARBOR,MI,0.25,42.29252777777778,84.03216666666667,80.0,WAAM TALK 1600,"COOLARITY A2, LLC",Talk,,,,,Ann Arbor,151.0,False
91.9,W220AJ,MANISTIQUE,MI,0.017,45.959138888888894,86.22930555555556,56.43,PUBLIC RADIO 90,"BOARD OF CONTROL,NORTHERN MICHIGAN UNIVERSITY",News,,,,,,,False
92.1,W221CA,GAYLORD,MI,0.013,45.02111111111111,84.63669444444444,43.0,RELEVANT RADIO,"RELEVANT RADIO, INC.",Religious Teaching,,,,,Traverse City-Petoskey-Cadillac,178.0,False
92.1,W221EH,IRONWOOD,MI,0.25,46.42161111111111,90.24961111111111,73.0,REAL COUNTRY  US 59,"J & J BROADCASTING, INC.",Country,Brewers,,Bucks,,,,False
92.3,W222BB,BATTLE CREEK,MI,0.08,42.31225,85.20055555555555,34.0,HOME FM,SPRING ARBOR UNIVERSITY,Christian Rock,,,,,,,False
92.3,W222CP,SHEPHERD,MI,0.25,43.59419444444445,84.82391666666666,100.0,BUCK 830/92.3,LATITUDE MEDIA LLC,Country,,,,,,,False
92.3,W222CQ,SAGINAW,MI,0.25,43.41752777777778,83.91830555555556,130.0,104 FM THE BAY,THE MACDONALD BROADCASTING COMPANY,Soft AC,,,,,Saginaw-Bay City-Midland,152.0,False
92.3,W222CU,CHARLOTTE,MI,0.25,42.553749999999994,84.80977777777777,11.0,,WEST CENTRAL MICHIGAN MEDIA MINISTRIES,Religious Teaching,,,,,Lansing-East Lansing,127.0,False
92.7,W224AO,HOUGHTON,MI,0.25,47.11958333333333,88.5513611111111,23.0,MPR NEWS/CLASSICAL MPR,MINNESOTA PUBLIC RADIO,News,,,,,,,True
92.7,W224AV,COVINGTON,MI,0.01,46.53380555555555,88.54372222222221,46.0,WITNESSING HIS WONDERFUL LOVE,"GOSPEL OPPORTUNITIES, INC.",Religious Teaching,,,,,,,False
92.7,W224AW,BERGLAND,MI,0.01,46.67688888888889,89.57763888888888,26.0,WITNESSING HIS WONDERFUL LOVE,"GOSPEL OPPORTUNITIES, INC.",Religious Teaching,,,,,,,False
92.7,W224BZ,IONIA,MI,0.25,43.00447222222222,85.08583333333333,58.0,I-1430 AND FM 92.7 WION,"PACKER RADIO WION, LLC",Adult Contemporary,,,,,,,False
92.7,W224CA,LUDINGTON,MI,0.16,43.91694444444444,86.43675,55.0,NEWS 97 AND 98,"SYNERGY LAKESHORE LICENSES, LLC",News,Tigers,,,Red Wings,,,False
92.7,W224CC,DETROIT,MI,0.099,42.447805555555554,83.17297222222223,279.0,FAITH TALK FM 92.7 & AM 1500,SALEM COMMUNICATIONS HOLDING CORPORATION,Religious Teaching,,,,,Detroit,13.0,False
92.7,W224DT,PORT HURON,MI,0.125,42.97697222222222,82.46436111111112,76.0,92.7 THE HILLS,"LIGGETT COMMUNICATIONS, LLC",Adult Alternative,,,,,Detroit,13.0,False
92.9,W225BL,GRAND HAVEN,MI,0.25,42.95363888888889,85.6986388888889,174.0,WFUR AM 1570 FM -92.9 CHRISTIAN RADIO,FURNITURE CITY BROADCASTING CORPORATION,Religious,,,,,Grand Rapids,68.0,False
93.3,W227BY,JACKSON,MI,0.196,42.22138888888889,84.4345,100.7,GOOD SHEPHERD CATHOLIC RADIO,JACKSON LANSING CATHOLIC RADIO DBA GOOD SHEPHERD RADIO,Religious Teaching,,,,,,,False
93.3,W227CG,GRAND RAPIDS,MI,0.25,42.95363888888889,85.6986388888889,175.0,LA PODEROSA RADIO WMJH 93.3 FM,Cano's Broadcasting LLC,Regional Mexican,,,,,Grand Rapids,68.0,False
93.3,W227CJ,MARQUETTE,MI,0.25,46.54394444444444,87.39322222222224,43.0,Q107,Keweenaw Bay Indian Community,Hot AC,,,,,,,False
93.3,W227DO,LANSING,MI,0.125,42.69141666666666,84.55802777777778,114.0,EASY 93.3,THE MACDONALD BROADCASTING COMPANY,Soft AC,,,,,Lansing-East Lansing,127.0,False
93.5,W228CJ,DETROIT,MI,0.099,42.447805555555554,83.17297222222223,296.0,LA PLAYA,"BEASLEY MEDIA GROUP LICENSES, LLC",Tropical,,,,,Detroit,13.0,False
93.5,W228DQ,ESCANABA,MI,0.25,45.80469444444444,87.17097222222223,120.0,NEWSTALK 93.5 - 600,"AMC PARTNERS ESCANABA, LLC",Talk,,,Pistons,Red Wings,,,False
94.1,W231CV,HOLLY,MI,0.21,42.690555555555555,83.29805555555555,70.0,FAMILY LIFE RADIO,"Relevant Radio, Inc.",Contemporary Christian,,,,,Detroit,13.0,False
94.3,W232CA,DETROIT,MI,0.099,42.44808333333333,83.17297222222223,274.0,RELEVANT RADIO,"Relevant Radio, Inc.",Religious Teaching,,,,,Detroit,13.0,False
94.5,W233CT,ESCANABA,MI,0.25,45.74552777777778,87.05430555555556,63.0,WDBC 680,"AURORA MEDIA, LLC",Adult Standards,Tigers,,,,,,False
94.7,W234BU,TRAVERSE CITY,MI,0.25,44.75611111111111,85.67841666666668,76.0,CLASSICAL IPR,Interlochen Arts Group,Classical,,,,,Traverse City-Petoskey-Cadillac,178.0,True
94.9,W235BN,GRAND RAPIDS,MI,0.25,42.95363888888889,85.6986388888889,125.0,JETHRO FM,"WYGR, LLC",Country,,,,,Grand Rapids,68.0,False
94.9,W235CM,GRAND HAVEN,MI,0.25,43.03947222222222,86.2295,41.0,LA PODEROSA RADIO WMJH 93.3 FM,"WGHN, INC.",Regional Mexican,,,,,Grand Rapids,68.0,False
95.1,W236BU,TRAVERSE CITY,MI,0.25,44.776666666666664,85.68388888888889,76.0,THE BEAR,"Black Diamond Broadcast Holdings, LLC",Classic Rock,,Lions,,,Traverse City-Petoskey-Cadillac,178.0,False
95.3,W237AW,IRON RIVER,MI,0.055,46.10263888888889,88.64941666666667,26.0,WISCONSIN'S RADIO VOICE OF THE MASTER,"WRVM, INC.",Religious Teaching,,,,,,,False
95.3,W237BY,MASON,MI,0.25,42.73280555555556,84.55358333333334,96.0,SHINE FM,OLIVET NAZARENE UNIVERSITY,Contemporary Christian,,,,,Lansing-East Lansing,127.0,False
95.3,W237CZ,GRAND RAPIDS,MI,0.12,42.92194444444444,85.68530555555556,60.0,WGVU 88.5 & 95.3FM,GRAND VALLEY STATE UNIVERSITY,News,,,,,Grand Rapids,68.0,False
95.3,W237EQ,SANDUSKY,MI,0.25,43.39336111111111,82.83494444444445,100.0,YOUR INFORMATION STATION,SANILAC BROADCASTING COMPANY,Country,,,,,,,False
95.5,W238AL,PORTAGE,MI,0.13,42.23697222222222,85.57722222222222,53.0,THE TOUCH,"MIDWEST COMMUNICATIONS, INC.",Hot AC,,,,,Kalamazoo,183.0,False
95.5,W238CD,COLDWATER,MI,0.25,41.9095,85.00580555555555,54.0,WTVB 1590AM - 95.5 FM,"MIDWEST COMMUNICATIONS, INC.",Classic Hits,,,,,,,False
95.9,W240CG,WEBBERVILLE,MI,0.13,42.67586111111111,84.49997222222223,142.0,AIR1,EDUCATIONAL MEDIA FOUNDATION,Contemporary Christian,,,,,Lansing-East Lansing,127.0,False
95.9,W240DG,JACKSON,MI,0.25,42.19308333333333,84.42883333333334,72.0,95.9 THE POWER COW,"MCKIBBIN MEDIA GROUP, INC.",Country,,,,,,,False
96.3,W242BH,MARSHALL,MI,0.17,42.33141666666667,85.13,32.0,SMILE FM MICHIGAN'S POSITIVE HITS,SMILE FM,Contemporary Christian,,,,,,,False
96.5,W243AD,ADRIAN,MI,0.15,41.90311111111111,83.98688888888888,84.0,PERSON TO PERSON RADIO,LENAWEE BROADCASTING COMPANY,Adult Contemporary,,Lions,,,,,False
96.5,W243BD,ZEELAND,MI,0.25,42.81641666666666,85.95669444444445,104.0,JOY WORSHIP 96.5 - 98.9,LANSER BROADCASTING CORP.,Contemporary Christian,,,,,Grand Rapids,68.0,False
96.5,W243CQ,ESCANABA,MI,0.031,45.745222222222225,87.054,52.0,PUBLIC RADIO 90,"BOARD OF CONTROL, NORTHERN MICHIGAN UNIVERSITY",News,,,,,,,False
96.5,W243EA,GLADWIN,MI,0.25,43.954750000000004,84.54972222222221,120.0,THE NORTHERN LIGHT 96.5,"APPLE BROADCASTING COMPANY, INC.",Religious Teaching,,,,,,,False
96.5,W243EN,BIG RAPIDS,MI,0.25,43.683638888888886,85.58227777777778,30.0,NEWSRADIO 1460-107.7 WBRN,"MENTOR PARTNERS, INC.",News,Tigers,Lions,,Red Wings,,,False
96.7,W244BS,ALMA,MI,0.25,43.40586111111111,84.66277777777778,15.0,RADIO U,"SPIRIT COMMUNICATIONS, INC.",Christian CHR,,,,,,,False
96.7,W244DL,DETROIT,MI,0.099,42.37752777777778,83.24297222222222,122.0,,"WMUZ RADIO, INC.",Contemporary Christian,,,,,Detroit,13.0,False
96.7,W244EN,Lapeer,MI,0.25,42.898916666666665,83.46133333333334,276.5,SMILE FM MICHIGAN'S POSITIVE HITS,MICHIGAN COMMUNITY RADIO,Contemporary Christian,,,,,Flint,140.0,False
96.7,W244EO,DOWAGIAC,MI,0.25,41.95397222222223,86.01597222222222,81.0,MICHIANA'S NEW HOME FOR VARIETY 96-7 & 97-1 FM,,Variety,,,,,,,False
97.1,W246AU,COLDWATER,MI,0.17,41.93894444444444,85.01608333333333,31.0,HOME.FM,SPRING ARBOR UNIVERSITY,Christian Rock,,,,,,,False
97.1,W246BW,THREE RIVERS,MI,0.25,41.928666666666665,85.6375,85.0,RIVER COUNTRY 97.1,"IMPACT RADIO, LLC",Country,,,,,,,False
97.1,W246CW,LONG LAKE TOWNSHIP,MI,0.01,44.76027777777778,85.68286111111112,165.0,SMILE FM MICHIGAN'S POSITIVE HITS,MICHIGAN COMMUNITY RADIO,Contemporary Christian,,,,,Traverse City-Petoskey-Cadillac,178.0,False
97.3,W247AM,KALAMAZOO,MI,0.013,42.25530555555556,85.68277777777779,78.0,TRUTH HEARD IN BLACK & WHITE - WITHOUT COMPROMISE,WEST CENTRAL MICHIGAN MEDIA MINISTRIES,Religious Teaching,,,,,Kalamazoo,183.0,False
97.3,W247CU,FORT GRATIOT TWP.,MI,0.15,43.06888888888889,82.48,89.0,SMILE FM MICHIGAN'S POSITIVE HITS,MICHIGAN COMMUNITY RADIO,Contemporary Christian,,,,,Detroit,13.0,False
97.5,W248BU,ISHPEMING,MI,0.25,46.603833333333334,87.62097222222222,213.0,97.5 GTO,MEDIABREW COMMUNICATIONS MARQUETTE LLC,Oldies,,,,,,,False
97.7,W249BT,ADRIAN,MI,0.08,41.904777777777774,84.078,30.0,FAMILY FRIENDLY - COMMERCIAL FREE,"TAYLOR UNIVERSITY BROADCASTING, INC.",Contemporary Christian,,,,,,,False
97.7,W249DR,MUNISING,MI,0.25,46.41466666666666,86.67569444444445,49.0,GOOD TIME OLDIES,"GREAT LAKES RADIO, INC.",Oldies,,,,,,,False
97.9,W250BO,STEPHENSON,MI,0.027,45.419694444444445,87.57733333333333,63.0,PUBLIC RADIO 90,"BOARD OF CONTROL, NORTHER MICHIGAN UNIVERSITY",News,,,,,,,False
97.9,W250CQ,IRON RIVER,MI,0.25,46.10077777777778,88.53986111111111,68.0,WFER 97.9 FM AND 1230 AM,Queen Bee's Knees LLC,Country,,,,,,,False
98.1,W251AD,ALPENA,MI,0.049,45.06055555555555,83.45247222222223,18.0,106.3 MAC FM,WAYNE KOWALSKI,Classic Hits,,,,,,,False
98.1,W251AE,ROCKLAND,MI,0.01,46.69972222222222,89.23166666666667,6.4,WITNESSING HIS WONDERFUL LOVE,"GOSPEL OPPORTUNITIES, INC",Religious Teaching,,,,,,,False
98.1,W251CW,INDIAN RIVER,MI,0.24,45.35194444444445,84.59388888888888,33.5,BIG COUNTRY GOLD,"BLACK DIAMOND BROADCAST HOLDINGS, LLC",Country,Tigers,,,Red Wings,Traverse City-Petoskey-Cadillac,178.0,False
98.3,W252BA,CHELSEA,MI,0.17,42.325583333333334,83.96494444444444,31.7,HOME FM,SPRING ARBOR UNIVERSITY,Christian Rock,,,,,Ann Arbor,151.0,False
98.3,W252BX,DETROIT,MI,0.115,42.32919444444445,83.03963888888889,227.0,DETROIT PRAISE NETWORK,"BEASLEY MEDIA GROUP LICENSES, LLC",Gospel Music,,,,,Detroit,13.0,False
98.3,W252CN,LANSING,MI,0.17,42.71280555555556,84.61358333333332,39.0,HOME FM,SPRING ARBOR UNIVERSITY,Christian Rock,,,,,Lansing-East Lansing,127.0,False
98.3,W252CP,HOLLY,MI,0.013,42.68308333333333,83.553,107.0,AIR 1,EDUCATIONAL MEDIA FOUNDATION,Contemporary Christian,,,,,Detroit,13.0,False
98.3,W252DG,GRAND RAPIDS,MI,0.25,42.95697222222223,85.90197222222223,274.0,HOLY FAMILY RADIO,"HOLY FAMILY RADIO, INC.",Religious Teaching,,,,,Grand Rapids,68.0,False
98.5,W253CG,MANISTIQUE,MI,0.25,45.96413888888889,86.27708333333334,44.0,THE MAVERICK 1490 - 98.5,AMC Partners Escanaba LLC,Country,,,,,,,False
98.9,W255DF,OTSEGO,MI,0.25,42.45922222222222,85.73280555555556,53.0,JETHRO FM,Quincy-Richard LLC,Country,,,,,,,False
98.9,W255DI,ZEELAND,MI,0.21,42.73225,86.10225,59.0,JOY WORSHIP 96.5 - 98.9,LANSER BROADCASTING CORPORATION,Contemporary Christian,,,,,,,False
99.1,W256EA,Birmingham,MI,0.25,42.64861111111111,83.07527777777777,118.0,LA PLAYA,MICHIGAN COMMUNITY RADIO,Tropical,,,,,Detroit,13.0,False
99.3,W257CZ,HOUGHTON,MI,0.25,47.13491666666667,88.56483333333333,86.0,99.3 THE LIFT,Queen Bee's Knees LLC,Hot AC,Tigers,Lions,Pistons,Red Wings,,,False
99.3,W257EO,BRIDGEPORT,MI,0.25,43.34225,83.8991388888889,91.0,METV MUSIC 1250AM - 99.3FM,NORTHERN STATES BROADCASTING CORP,Classic Hits,,,,,Saginaw-Bay City-Midland,152.0,False
99.5,W258AH,KALAMAZOO,MI,0.013,42.25530555555556,85.68277777777779,79.0,HOME FM,SPRING ARBOR UNIVERSITY,Christian Rock,,,,,Kalamazoo,183.0,False
99.5,W258DE,HILLSDALE,MI,0.25,41.92811111111111,84.63605555555556,64.0,99.5 THE DALE,"MCKIBBIN MEDIA GROUP, INC.",Country,Tigers,,,,,,False
99.5,W258DF,LOWELL,MI,0.25,43.02280555555556,85.33919444444444,75.0,JETHRO FM,"WYGR, LLC",Country,,,,,Grand Rapids,68.0,False
99.7,W259AD,NEWBERRY,MI,0.027,46.31472222222222,85.5625,64.0,WITNESSING HIS WONDERFUL LOVE,"GOSPEL OPPORTUNITIES, INC.",Religious Teaching,,,,,,,False
99.7,W259AH,PETOSKEY,MI,0.25,45.50222222222222,85.02894444444445,67.0,THE PROMISE FM,NORTHERN CHRISTIAN RADIO,Contemporary Christian,,,,,Traverse City-Petoskey-Cadillac,178.0,False
